Time,Demand_s1,GasBase_s1,GasOption_s1,GasPeak_s1,SolarPower_s1,SpotMarket_s1,WindPower_s1,Demand_s2,GasBase_s2,GasOption_s2,GasPeak_s2,SolarPower_s2,SpotMarket_s2,WindPower_s2,Demand_s3,GasBase_s3,GasOption_s3,GasPeak_s3,SolarPower_s3,SpotMarket_s3,WindPower_s3,Demand_s4,GasBase_s4,GasOption_s4,GasPeak_s4,SolarPower_s4,SpotMarket_s4,WindPower_s4,Demand_s5,GasBase_s5,GasOption_s5,GasPeak_s5,SolarPower_s5,SpotMarket_s5,WindPower_s5
2021-01-01 00:00:00,7.37568,9.999999999976113,1.2930788080420378e-11,0.0,0.0,-2.4795649370072983,0.0,7.48512,9.999999999976113,1.2700799384083993e-11,0.0,0.0,-2.191286217048686,0.0,7.51968,9.999999999976113,2.4673992218768212e-11,0.0,0.0,-2.4803200000023606,0.0,7.5715200000000005,9.999999999976113,1.2472306109069966e-11,0.0,0.0,-2.3097083456758503,0.0,7.5888,9.999999999976113,1.2244419331702466e-11,0.0,0.0,-2.0883102811332583,0.0
2021-01-01 00:15:00,7.31808,9.999999999976113,1.3072396485796469e-11,0.0,0.0,-2.542558693165476,0.0,7.43328,9.999999999976113,1.280250915691729e-11,0.0,0.0,-2.243168759402264,0.0,7.49376,9.999999999976113,-8.006316744753041e-13,0.0,0.0,-2.506239999976503,0.0,7.52832,9.999999999976113,1.241650866906455e-11,0.0,0.0,-2.351044458361571,0.0,7.51968,9.999999999976113,1.287063288218382e-11,0.0,0.0,-2.205756061476733,0.0
2021-01-01 00:30:00,7.3296,9.999999999976113,1.2836068022815484e-11,0.0,0.0,-2.5217775525723,0.0,7.42464,9.999999999976113,1.2698049962128089e-11,0.0,0.0,-2.2517667116446467,0.0,7.4592,9.999999999976113,-1.1820628434934425e-12,0.0,0.0,-2.5407999999755937,0.0,7.5024,9.999999999976113,1.2412326533454896e-11,0.0,0.0,-2.376821768073337,0.0,7.49376,9.999999999976113,1.2506870195744663e-11,0.0,0.0,-2.2160938303567264,0.0
2021-01-01 00:45:00,7.3296,9.999999999976113,1.24478474101307e-11,0.0,0.0,-2.4993129160734777,0.0,7.37568,9.999999999976113,1.2726459186174106e-11,0.0,0.0,-2.3007253521951783,0.0,7.43328,9.999999999976113,-1.1827339588520941e-12,0.0,0.0,-2.566719999975591,0.0,7.46784,9.999999999976113,1.1731504306228312e-11,0.0,0.0,-2.3781597540146477,0.0,7.46208,9.999999999976113,1.2158570308093832e-11,0.0,0.0,-2.2004835072847198,0.0
2021-01-01 01:00:00,7.28064,9.999999999976113,1.2794547001904013e-11,0.0,0.0,-2.5689624656950447,0.0,7.35552,9.999999999976113,1.2798844596608741e-11,0.0,0.0,-2.3209250641891686,0.0,7.39872,9.999999999976113,-1.1847350113419358e-12,0.0,0.0,-2.601279999975578,0.0,7.416,9.999999999976113,1.135789896823918e-11,0.0,0.0,-2.3816529705745904,0.0,7.40736,9.999999999976113,1.2073945375095829e-11,0.0,0.0,-2.237850413249783,0.0
2021-01-01 01:15:00,7.26912,9.999999999976113,1.2772639989029732e-11,0.0,0.0,-2.579524218486455,0.0,7.31232,9.999999999976113,1.2666889209048434e-11,0.0,0.0,-2.3640993133710992,0.0,7.37568,9.999999999976113,-1.1840700373144739e-12,0.0,0.0,-2.624319999975584,0.0,7.39008,9.999999999976113,1.1419934260042729e-11,0.0,0.0,-2.420200542483834,0.0,7.3728,9.999999999976113,1.2325330843569752e-11,0.0,0.0,-2.3159644983860805,0.0
2021-01-01 01:30:00,7.23456,9.999999999976113,1.271921582616239e-11,0.0,0.0,-2.6116798505720995,0.0,7.2518400000000005,9.999999999976113,1.2502373868712183e-11,0.0,0.0,-2.4133823064955537,0.0,7.3728,9.999999999976113,-1.2276098157540463e-12,0.0,0.0,-2.627199999975309,0.0,7.36416,9.999999999976113,1.239978294469184e-11,0.0,0.0,-2.5146311978431313,0.0,7.36416,9.999999999976113,1.210789201929068e-11,0.0,0.0,-2.2884416882375302,0.0
2021-01-01 01:45:00,7.21728,9.999999999976113,1.2695024245293983e-11,0.0,0.0,-2.627837675690275,0.0,7.26912,9.999999999976113,1.2513829291756728e-11,0.0,0.0,-2.397403121364225,0.0,7.33824,9.999999999976113,-1.0680864781186106e-12,0.0,0.0,-2.6617599999759958,0.0,7.33824,9.999999999976113,1.2590990853102716e-11,0.0,0.0,-2.5467251473767045,0.0,7.3468800000000005,9.999999999976113,1.1951153131954135e-11,0.0,0.0,-2.264809909474541,0.0
2021-01-01 02:00:00,7.20864,9.999999999976113,1.2976575743821404e-11,0.0,0.0,-2.6483943938718424,0.0,7.2518400000000005,9.999999999976113,1.2485420540525736e-11,0.0,0.0,-2.411410453018709,0.0,7.33824,9.999999999976113,2.3361867588737218e-11,0.0,0.0,-2.6617600000010095,0.0,7.35552,9.999999999976113,1.22761102483437e-11,0.0,0.0,-2.518801879221729,0.0,7.32096,9.999999999976113,1.2120140028025594e-11,0.0,0.0,-2.334159118309383,0.0
2021-01-01 02:15:00,7.17408,9.999999999976113,1.2804758363359002e-11,0.0,0.0,-2.675963880009091,0.0,7.21728,9.999999999976113,1.2486336887769694e-11,0.0,0.0,-2.4460784735748966,0.0,7.32096,9.999999999976113,2.2746840095488376e-11,0.0,0.0,-2.67904000000038,0.0,7.3468800000000005,9.999999999976113,1.2844976440829061e-11,0.0,0.0,-2.5440961684591237,0.0,7.3296,9.999999999976113,1.2159127365946994e-11,0.0,0.0,-2.3330666037481826,0.0
